Name,Make,Model,Odometer,Body_type,Transmission,Auctioneer,Link_to_auction,Unique_identifers,Hours_to_auction,State,Build_Date,Fuel
NISSAN DUALIS TI HATCH X-TRONIC J10 SERIES II M FWD,NISSAN,DUALIS,"103,849",WAGON,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2984979/2011-nissan-dualis-ti-hatch-x-tronic-j10-series-ii-m?filterid=2442542442,"2011 NISSAN DUALIS TI HATCH X-TRONIC J10 SERIES II M FWD NISSAN 103,849",35,VIC,2011,PETROL
KIA SORENTO SLI XM MY13 FWD,KIA,SORENTO,"199,283",WAGON,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2985394/2013-kia-sorento-sli-xm-my13?filterid=2442542442,"2013 KIA SORENTO SLI XM MY13 FWD KIA 199,283",35,VIC,2013,PETROL
MINI HATCH COOPER F56 FWD,MINI,HATCH,"193,197",HATCHBACK,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2985255/2014-mini-hatch-cooper-f56?filterid=2442542442,"2014 MINI HATCH COOPER F56 FWD MINI 193,197",35,VIC,2014,PETROL
SKODA FABIA 81TSI NJ MY16 FWD,SKODA,FABIA,"187,368",HATCHBACK,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2981437/2015-skoda-fabia-81tsi-nj-my16?filterid=2442542442,"2015 SKODA FABIA 81TSI NJ MY16 FWD SKODA 187,368",35,VIC,2015,PETROL
AUDI A4 B8 8K MY13 FWD,AUDI,A4,"121,700",SEDAN,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2957681/2012-audi-a4-b8-8k-my13?filterid=2442542442,"2012 AUDI A4 B8 8K MY13 FWD AUDI 121,700",35,VIC,2012,PETROL
MITSUBISHI LANCER ACTIV SPORTBACK CJ MY10 FWD,MITSUBISHI,LANCER,"266,390",HATCHBACK,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2980776/2010-mitsubishi-lancer-activ-sportback-cj-my10?filterid=2442542442,"2010 MITSUBISHI LANCER ACTIV SPORTBACK CJ MY10 FWD MITSUBISHI 266,390",35,VIC,2010,PETROL
TOYOTA COROLLA ASCENT ZRE152R FWD,TOYOTA,COROLLA,"248,745",HATCHBACK,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2986453/2008-toyota-corolla-ascent-zre152r?filterid=2442542442,"2008 TOYOTA COROLLA ASCENT ZRE152R FWD TOYOTA 248,745",35,VIC,2008,PETROL
TOYOTA RAV4 GXL AWD ASA44R MY14 4WD,TOYOTA,RAV4,"243,850",WAGON,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2986870/2014-toyota-rav4-gxl-awd-asa44r-my14?filterid=2442542442,"2014 TOYOTA RAV4 GXL AWD ASA44R MY14 4WD TOYOTA 243,850",35,VIC,2014,PETROL
MITSUBISHI TRITON GL-R ACTIV DUAL CAB MN MY11 4WD,MITSUBISHI,TRITON,"135,568",UTILITY,MANUAL,Carlins,https://www.carlins.com.au/auctions/catalogues/2973095/2010-mitsubishi-triton-gl-r-activ-dual-cab-mn-my11?filterid=2442542442,"2010 MITSUBISHI TRITON GL-R ACTIV DUAL CAB MN MY11 4WD MITSUBISHI 135,568",35,VIC,2010,DIESEL
FORD RANGER XLT DUAL CAB PX 4WD,FORD,RANGER,"274,939",UTILITY,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2982926/2013-ford-ranger-xlt-dual-cab-px?filterid=2442542442,"2013 FORD RANGER XLT DUAL CAB PX 4WD FORD 274,939",35,VIC,2013,DIESEL
VOLKSWAGEN JETTA 118TSI HIGHLINE 1B MY14 FWD,VOLKSWAGEN,JETTA,"182,573",SEDAN,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2986260/2014-volkswagen-jetta-118tsi-highline-1b-my14?filterid=2442542442,"2014 VOLKSWAGEN JETTA 118TSI HIGHLINE 1B MY14 FWD VOLKSWAGEN 182,573",35,VIC,2014,PETROL
HOLDEN COMMODORE EVOKE VF MY15 RWD,HOLDEN,COMMODORE,"258,097",WAGON,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2986276/2015-holden-commodore-evoke-vf-my15?filterid=2442542442,"2015 HOLDEN COMMODORE EVOKE VF MY15 RWD HOLDEN 258,097",35,VIC,2015,LPG
KIA SPORTAGE PLATINUM SL 4WD,KIA,SPORTAGE,"248,702",WAGON,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2986148/2011-kia-sportage-platinum-sl?filterid=2442542442,"2011 KIA SPORTAGE PLATINUM SL 4WD KIA 248,702",35,VIC,2011,PETROL
LAND ROVER DISCOVERY 3 SE SERIES 3 08MY 4WD,LAND,ROVER,"241,514",WAGON,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2986319/2008-land-rover-discovery-3-se-series-3-08my?filterid=2442542442,"2008 LAND ROVER DISCOVERY 3 SE SERIES 3 08MY 4WD LAND 241,514",35,VIC,2008,DIESEL
SUZUKI GRAND VITARA PRESTIGE JB MY09 4WD,SUZUKI,GRAND,"323,892",WAGON,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2984981/2010-suzuki-grand-vitara-prestige-jb-my09?filterid=2442542442,"2010 SUZUKI GRAND VITARA PRESTIGE JB MY09 4WD SUZUKI 323,892",35,VIC,2010,PETROL
AUDI A1 AMBITION S TRONIC 8X MY11 FWD,AUDI,A1,"79,428",HATCHBACK,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2986034/2011-audi-a1-ambition-s-tronic-8x-my11?filterid=2442542442,"2011 AUDI A1 AMBITION S TRONIC 8X MY11 FWD AUDI 79,428",35,VIC,2011,PETROL
LEXUS LX LX470 100 4WD,LEXUS,LX,"245,645",WAGON,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2972632/1998-lexus-lx-lx470-100?filterid=2442542442,"1998 LEXUS LX LX470 100 4WD LEXUS 245,645",35,VIC,1998,PETROL
FORD ECOSPORT TREND BK FWD,FORD,ECOSPORT,"218,074",WAGON,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2980806/2015-ford-ecosport-trend-bk?filterid=2442542442,"2015 FORD ECOSPORT TREND BK FWD FORD 218,074",35,VIC,2015,PETROL
MITSUBISHI TRITON GLX DUAL CAB MN MY15 RWD,MITSUBISHI,TRITON,"138,053",UTILITY,MANUAL,Carlins,https://www.carlins.com.au/auctions/catalogues/2967671/2014-mitsubishi-triton-glx-dual-cab-mn-my15?filterid=2442542442,"2014 MITSUBISHI TRITON GLX DUAL CAB MN MY15 RWD MITSUBISHI 138,053",35,VIC,2014,DIESEL
HOLDEN TRAX LS TJ MY14 FWD,HOLDEN,TRAX,"150,885",HATCHBACK,MANUAL,Carlins,https://www.carlins.com.au/auctions/catalogues/2980789/2013-holden-trax-ls-tj-my14?filterid=2442542442,"2013 HOLDEN TRAX LS TJ MY14 FWD HOLDEN 150,885",35,VIC,2013,PETROL
AUDI Q3 TFSI 8U MY14 4WD,AUDI,Q3,"167,115",WAGON,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2986258/2014-audi-q3-tfsi-8u-my14?filterid=2442542442,"2014 AUDI Q3 TFSI 8U MY14 4WD AUDI 167,115",35,VIC,2014,PETROL
KIA SPORTAGE PLATINUM SL MY12 4WD,KIA,SPORTAGE,"136,557",WAGON,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2979796/2012-kia-sportage-platinum-sl-my12?filterid=2442542442,"2012 KIA SPORTAGE PLATINUM SL MY12 4WD KIA 136,557",35,VIC,2012,DIESEL
MERCEDES-BENZ E-CLASS E250 CDI BLUEEFFICIE C207 MY12 RWD,MERCEDES-BENZ,E-CLASS,"186,791",COUPE,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2974258/2012-mercedes-benz-e-class-e250-cdi-blueefficie-c207-my12?filterid=2442542442,"2012 MERCEDES-BENZ E-CLASS E250 CDI BLUEEFFICIE C207 MY12 RWD MERCEDES-BENZ 186,791",35,VIC,2012,DIESEL
HYUNDAI ELANTRA ACTIVE MD FWD,HYUNDAI,ELANTRA,"142,948",SEDAN,MANUAL,Carlins,https://www.carlins.com.au/auctions/catalogues/2986314/2012-hyundai-elantra-active-md?filterid=2442542442,"2012 HYUNDAI ELANTRA ACTIVE MD FWD HYUNDAI 142,948",35,VIC,2012,PETROL
ALFA ROMEO GIULIETTA DISTINCTIVE JTD-M SERIES 0 MY13 FWD,ALFA,ROMEO,"118,074",HATCHBACK,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2984901/2014-alfa-romeo-giulietta-distinctive-jtd-m-series-0-my13?filterid=2442542442,"2014 ALFA ROMEO GIULIETTA DISTINCTIVE JTD-M SERIES 0 MY13 FWD ALFA 118,074",35,VIC,2014,DIESEL
HYUNDAI TUCSON ACTIVE TL2 MY18 FWD,HYUNDAI,TUCSON,"123,304",WAGON,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2985402/2017-hyundai-tucson-active-tl2-my18?filterid=2442542442,"2017 HYUNDAI TUCSON ACTIVE TL2 MY18 FWD HYUNDAI 123,304",35,VIC,2017,PETROL
TOYOTA HIACE LONG WHEELBASE KDH201R MY14 RWD,TOYOTA,HIACE,"285,325",VAN,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2985304/2014-toyota-hiace-long-wheelbase-kdh201r-my14?filterid=2442542442,"2014 TOYOTA HIACE LONG WHEELBASE KDH201R MY14 RWD TOYOTA 285,325",35,VIC,2014,DIESEL
TOYOTA AURION PRODIGY GSV50R FWD,TOYOTA,AURION,"179,838",SEDAN,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2973103/2013-toyota-aurion-prodigy-gsv50r?filterid=2442542442,"2013 TOYOTA AURION PRODIGY GSV50R FWD TOYOTA 179,838",35,VIC,2013,PETROL
FORD TERRITORY TITANIUM SEQ SPORT S SZ RWD,FORD,TERRITORY,"150,110",WAGON,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2986692/2013-ford-territory-titanium-seq-sport-s-sz?filterid=2442542442,"2013 FORD TERRITORY TITANIUM SEQ SPORT S SZ RWD FORD 150,110",35,VIC,2013,PETROL
KIA SORENTO SLI XM MY10 4WD,KIA,SORENTO,"228,126",WAGON,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2948775/2010-kia-sorento-sli-xm-my10?filterid=2442542442,"2010 KIA SORENTO SLI XM MY10 4WD KIA 228,126",35,VIC,2010,DIESEL
TOYOTA CAMRY HYBRID LUXURY AHV40R MY10 FWD,TOYOTA,CAMRY,"253,146",SEDAN,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2979860/2009-toyota-camry-hybrid-luxury-ahv40r-my10?filterid=2442542442,"2009 TOYOTA CAMRY HYBRID LUXURY AHV40R MY10 FWD TOYOTA 253,146",35,VIC,2009,HYBRID
TOYOTA KLUGER GRANDE GSU40R FWD,TOYOTA,KLUGER,"158,940",WAGON,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2986336/2009-toyota-kluger-grande-gsu40r?filterid=2442542442,"2009 TOYOTA KLUGER GRANDE GSU40R FWD TOYOTA 158,940",35,VIC,2009,PETROL
HYUNDAI I30 SX FD MY10 FWD,HYUNDAI,I30,"119,032",HATCHBACK,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2981441/2010-hyundai-i30-sx-fd-my10?filterid=2442542442,"2010 HYUNDAI I30 SX FD MY10 FWD HYUNDAI 119,032",35,VIC,2010,DIESEL
VOLKSWAGEN GOLF 110TDI HIGHLINE VII MY15 FWD,VOLKSWAGEN,GOLF,"108,313",HATCHBACK,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2986341/2015-volkswagen-golf-110tdi-highline-vii-my15?filterid=2442542442,"2015 VOLKSWAGEN GOLF 110TDI HIGHLINE VII MY15 FWD VOLKSWAGEN 108,313",35,VIC,2015,DIESEL
MAZDA 3 NEO BL10F2 MY13 FWD,MAZDA,3,"127,591",HATCHBACK,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2985727/2013-mazda-3-neo-bl10f2-my13?filterid=2442542442,"2013 MAZDA 3 NEO BL10F2 MY13 FWD MAZDA 127,591",35,VIC,2013,PETROL
FIAT FREEMONT LOUNGE JF FWD,FIAT,FREEMONT,"142,997",WAGON,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2986300/2015-fiat-freemont-lounge-jf?filterid=2442542442,"2015 FIAT FREEMONT LOUNGE JF FWD FIAT 142,997",35,VIC,2015,PETROL
MAZDA 3 MAXX BM5278 FWD,MAZDA,3,"172,487",SEDAN,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2984895/2016-mazda-3-maxx-bm5278?filterid=2442542442,"2016 MAZDA 3 MAXX BM5278 FWD MAZDA 172,487",35,VIC,2016,PETROL
JEEP CHEROKEE SPORT KL FWD,JEEP,CHEROKEE,"82,433",WAGON,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2986021/2014-jeep-cherokee-sport-kl?filterid=2442542442,"2014 JEEP CHEROKEE SPORT KL FWD JEEP 82,433",35,VIC,2014,PETROL
BMW 1 SERIES 120I E87 MY10 RWD,BMW,1,"96,439",HATCHBACK,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2964494/2010-bmw-1-series-120i-e87-my10?filterid=2442542442,"2010 BMW 1 SERIES 120I E87 MY10 RWD BMW 96,439",35,VIC,2010,PETROL
TOYOTA KLUGER KX-S 2WD GSU40R FWD,TOYOTA,KLUGER,"291,237",WAGON,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2968177/2007-toyota-kluger-kx-s-2wd-gsu40r?filterid=2442542442,"2007 TOYOTA KLUGER KX-S 2WD GSU40R FWD TOYOTA 291,237",35,VIC,2007,PETROL
MERCEDES-BENZ E-CLASS E280 AVANTGARDE W211 MY07 RWD,MERCEDES-BENZ,E-CLASS,"162,344",SEDAN,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2986325/2007-mercedes-benz-e-class-e280-avantgarde-w211-my07?filterid=2442542442,"2007 MERCEDES-BENZ E-CLASS E280 AVANTGARDE W211 MY07 RWD MERCEDES-BENZ 162,344",35,VIC,2007,PETROL
JEEP GRAND CHEROKEE LAREDO WK MY2014 4WD,JEEP,GRAND,"294,875",WAGON,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2977663/2013-jeep-grand-cherokee-laredo-wk-my2014?filterid=2442542442,"2013 JEEP GRAND CHEROKEE LAREDO WK MY2014 4WD JEEP 294,875",35,VIC,2013,DIESEL
KIA PICANTO AO EDITION JA MY18 FWD,KIA,PICANTO,"132,778",HATCHBACK,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2986348/2018-kia-picanto-ao-edition-ja-my18?filterid=2442542442,"2018 KIA PICANTO AO EDITION JA MY18 FWD KIA 132,778",35,VIC,2018,PETROL
TOYOTA COROLLA ASCENT ZRE152R MY10 FWD,TOYOTA,COROLLA,"210,227",HATCHBACK,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2985406/2010-toyota-corolla-ascent-zre152r-my10?filterid=2442542442,"2010 TOYOTA COROLLA ASCENT ZRE152R MY10 FWD TOYOTA 210,227",35,VIC,2010,PETROL
NISSAN PATHFINDER ST X-TRONIC 2WD R52 MY14 FWD,NISSAN,PATHFINDER,"252,596",WAGON,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2986465/2014-nissan-pathfinder-st-x-tronic-2wd-r52-my14?filterid=2442542442,"2014 NISSAN PATHFINDER ST X-TRONIC 2WD R52 MY14 FWD NISSAN 252,596",35,VIC,2014,PETROL
FORD TERRITORY TX SEQ SPORT SHIFT R SZ RWD,FORD,TERRITORY,"138,490",WAGON,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2977821/2014-ford-territory-tx-seq-sport-shift-r-sz?filterid=2442542442,"2014 FORD TERRITORY TX SEQ SPORT SHIFT R SZ RWD FORD 138,490",35,VIC,2014,DIESEL
FIAT 500C S DUALOGIC 150 FWD,FIAT,500C,"57,067",CONVERTIBLE,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2986405/2014-fiat-500c-s-dualogic-150?filterid=2442542442,"2014 FIAT 500C S DUALOGIC 150 FWD FIAT 57,067",35,VIC,2014,PETROL
BMW 1 SERIES 130I SPORT E87 MY07 RWD,BMW,1,"129,252",HATCHBACK,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2982294/2007-bmw-1-series-130i-sport-e87-my07?filterid=2442542442,"2007 BMW 1 SERIES 130I SPORT E87 MY07 RWD BMW 129,252",35,VIC,2007,PETROL
VOLKSWAGEN POLO 81TSI COMFORTLINE 6R MY16 FWD,VOLKSWAGEN,POLO,"138,313",HATCHBACK,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2983040/2016-volkswagen-polo-81tsi-comfortline-6r-my16?filterid=2442542442,"2016 VOLKSWAGEN POLO 81TSI COMFORTLINE 6R MY16 FWD VOLKSWAGEN 138,313",35,VIC,2016,PETROL
FORD KUGA TREND TF MY15 4WD,FORD,KUGA,"178,122",WAGON,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2983625/2015-ford-kuga-trend-tf-my15?filterid=2442542442,"2015 FORD KUGA TREND TF MY15 4WD FORD 178,122",35,VIC,2015,PETROL
VOLKSWAGEN TIGUAN 103TDI 5N MY10 4WD,VOLKSWAGEN,TIGUAN,"199,702",WAGON,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2974257/2009-volkswagen-tiguan-103tdi-5n-my10?filterid=2442542442,"2009 VOLKSWAGEN TIGUAN 103TDI 5N MY10 4WD VOLKSWAGEN 199,702",35,VIC,2009,DIESEL
HYUNDAI VELOSTER SR TURBO + FS4 SERIES II FWD,HYUNDAI,VELOSTER,"205,168",HATCHBACK,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2986484/2016-hyundai-veloster-sr-turbo-fs4-series-ii?filterid=2442542442,"2016 HYUNDAI VELOSTER SR TURBO + FS4 SERIES II FWD HYUNDAI 205,168",35,VIC,2016,PETROL
HOLDEN TRAX LS TJ MY18 FWD,HOLDEN,TRAX,"136,097",WAGON,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2986470/2018-holden-trax-ls-tj-my18?filterid=2442542442,"2018 HOLDEN TRAX LS TJ MY18 FWD HOLDEN 136,097",35,VIC,2018,PETROL
MITSUBISHI LANCER VR CJ MY09 FWD,MITSUBISHI,LANCER,"159,809",SEDAN,MANUAL,Carlins,https://www.carlins.com.au/auctions/catalogues/2986488/2009-mitsubishi-lancer-vr-cj-my09?filterid=2442542442,"2009 MITSUBISHI LANCER VR CJ MY09 FWD MITSUBISHI 159,809",35,VIC,2009,PETROL
VOLVO XC60 T6 DZ MY13 4WD,VOLVO,XC60,"95,222",WAGON,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2985678/2012-volvo-xc60-t6-dz-my13?filterid=2442542442,"2012 VOLVO XC60 T6 DZ MY13 4WD VOLVO 95,222",35,VIC,2012,PETROL
HYUNDAI IX35 ACTIVE LM2 FWD,HYUNDAI,IX35,"114,854",WAGON,MANUAL,Carlins,https://www.carlins.com.au/auctions/catalogues/2986471/2013-hyundai-ix35-active-lm2?filterid=2442542442,"2013 HYUNDAI IX35 ACTIVE LM2 FWD HYUNDAI 114,854",35,VIC,2013,PETROL
HYUNDAI I30 ACTIVE GD FWD,HYUNDAI,I30,"162,331",HATCHBACK,MANUAL,Carlins,https://www.carlins.com.au/auctions/catalogues/2986861/2012-hyundai-i30-active-gd?filterid=2442542442,"2012 HYUNDAI I30 ACTIVE GD FWD HYUNDAI 162,331",35,VIC,2012,DIESEL
RENAULT MEGANE GT-LINE EDC III B95 PHASE 2 FWD,RENAULT,MEGANE,"170,831",HATCHBACK,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2963781/2014-renault-megane-gt-line-edc-iii-b95-phase-2?filterid=2442542442,"2014 RENAULT MEGANE GT-LINE EDC III B95 PHASE 2 FWD RENAULT 170,831",35,VIC,2014,DIESEL
VOLVO XC90 D5 R-DESIGN P28 MY14 4WD,VOLVO,XC90,"214,888",WAGON,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2986012/2014-volvo-xc90-d5-r-design-p28-my14?filterid=2442542442,"2014 VOLVO XC90 D5 R-DESIGN P28 MY14 4WD VOLVO 214,888",35,VIC,2014,DIESEL
MERCEDES-BENZ M-CLASS ML350 CDI BLUEEFFICI W164 MY10 4WD,MERCEDES-BENZ,M-CLASS,"149,265",WAGON,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2980271/2010-mercedes-benz-m-class-ml350-cdi-blueeffici-w164-my10?filterid=2442542442,"2010 MERCEDES-BENZ M-CLASS ML350 CDI BLUEEFFICI W164 MY10 4WD MERCEDES-BENZ 149,265",35,VIC,2010,DIESEL
VOLKSWAGEN GOLF 110TDI HIGHLINE VII MY15 FWD,VOLKSWAGEN,GOLF,"174,834",WAGON,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2968182/2015-volkswagen-golf-110tdi-highline-vii-my15?filterid=2442542442,"2015 VOLKSWAGEN GOLF 110TDI HIGHLINE VII MY15 FWD VOLKSWAGEN 174,834",35,VIC,2015,DIESEL
FORD FOCUS SPORT LW FWD,FORD,FOCUS,"43,638",HATCHBACK,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2981464/2011-ford-focus-sport-lw?filterid=2442542442,"2011 FORD FOCUS SPORT LW FWD FORD 43,638",35,VIC,2011,DIESEL
MAZDA CX-5 GRAND TOURING KE1021 MY13 4WD,MAZDA,CX-5,"192,803",WAGON,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2985681/2013-mazda-cx-5-grand-touring-ke1021-my13?filterid=2442542442,"2013 MAZDA CX-5 GRAND TOURING KE1021 MY13 4WD MAZDA 192,803",35,VIC,2013,DIESEL
FORD FOCUS TREND PWRSHIFT LW MKII FWD,FORD,FOCUS,"83,161",SEDAN,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2986490/2014-ford-focus-trend-pwrshift-lw-mkii?filterid=2442542442,"2014 FORD FOCUS TREND PWRSHIFT LW MKII FWD FORD 83,161",35,VIC,2014,PETROL
RENAULT MEGANE GT-LINE PREMIUM III B95 PHASE 2 FWD,RENAULT,MEGANE,"106,033",HATCHBACK,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2982765/2015-renault-megane-gt-line-premium-iii-b95-phase-2?filterid=2442542442,"2015 RENAULT MEGANE GT-LINE PREMIUM III B95 PHASE 2 FWD RENAULT 106,033",35,VIC,2015,PETROL
HYUNDAI ACCENT ACTIVE RB2 FWD,HYUNDAI,ACCENT,"126,442",HATCHBACK,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2982238/2014-hyundai-accent-active-rb2?filterid=2442542442,"2014 HYUNDAI ACCENT ACTIVE RB2 FWD HYUNDAI 126,442",35,VIC,2014,PETROL
BMW X3 XDRIVE20D STEPTRONIC F25 MY0412 4WD,BMW,X3,"149,839",WAGON,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2981818/2012-bmw-x3-xdrive20d-steptronic-f25-my0412?filterid=2442542442,"2012 BMW X3 XDRIVE20D STEPTRONIC F25 MY0412 4WD BMW 149,839",35,VIC,2012,DIESEL
MAZDA CX-7 LUXURY SPORTS ER1032 4WD,MAZDA,CX-7,"123,883",WAGON,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2986237/2011-mazda-cx-7-luxury-sports-er1032?filterid=2442542442,"2011 MAZDA CX-7 LUXURY SPORTS ER1032 4WD MAZDA 123,883",35,VIC,2011,PETROL
SUBARU FORESTER XT S3 MY11 4WD,SUBARU,FORESTER,"203,346",WAGON,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2974520/2011-subaru-forester-xt-s3-my11?filterid=2442542442,"2011 SUBARU FORESTER XT S3 MY11 4WD SUBARU 203,346",35,VIC,2011,PETROL
TOYOTA KLUGER GRANDE GSU45R 4WD,TOYOTA,KLUGER,"226,102",WAGON,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2968901/2009-toyota-kluger-grande-gsu45r?filterid=2442542442,"2009 TOYOTA KLUGER GRANDE GSU45R 4WD TOYOTA 226,102",35,VIC,2009,PETROL
TOYOTA HILUX WORKMATE DUAL CAB TGN16R MY10 RWD,TOYOTA,HILUX,"290,713",UTILITY,MANUAL,Carlins,https://www.carlins.com.au/auctions/catalogues/2977876/2010-toyota-hilux-workmate-dual-cab-tgn16r-my10?filterid=2442542442,"2010 TOYOTA HILUX WORKMATE DUAL CAB TGN16R MY10 RWD TOYOTA 290,713",35,VIC,2010,PETROL
HOLDEN TRAX LTZ TJ MY16 FWD,HOLDEN,TRAX,"90,705",WAGON,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2979882/2016-holden-trax-ltz-tj-my16?filterid=2442542442,"2016 HOLDEN TRAX LTZ TJ MY16 FWD HOLDEN 90,705",35,VIC,2016,PETROL
FORD RANGER XL HI-RIDER DUAL CAB PX MKII RWD,FORD,RANGER,"217,320",UTILITY,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2986496/2016-ford-ranger-xl-hi-rider-dual-cab-px-mkii?filterid=2442542442,"2016 FORD RANGER XL HI-RIDER DUAL CAB PX MKII RWD FORD 217,320",35,VIC,2016,DIESEL
TOYOTA COROLLA ASCENT ZRE182R FWD,TOYOTA,COROLLA,"163,280",HATCHBACK,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2986379/2015-toyota-corolla-ascent-zre182r?filterid=2442542442,"2015 TOYOTA COROLLA ASCENT ZRE182R FWD TOYOTA 163,280",35,VIC,2015,PETROL
HOLDEN COLORADO LT-R DUAL CAB RC MY11 4WD,HOLDEN,COLORADO,"186,519",UTILITY,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2986624/2010-holden-colorado-lt-r-dual-cab-rc-my11?filterid=2442542442,"2010 HOLDEN COLORADO LT-R DUAL CAB RC MY11 4WD HOLDEN 186,519",35,VIC,2010,DIESEL
HOLDEN COMMODORE LT ZB MY18 FWD,HOLDEN,COMMODORE,"185,133",WAGON,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2937438/2018-holden-commodore-lt-zb-my18?filterid=2442542442,"2018 HOLDEN COMMODORE LT ZB MY18 FWD HOLDEN 185,133",35,VIC,2018,PETROL
BMW X3 XDRIVE20D LIFESTYLE E83 MY09 4WD,BMW,X3,"141,727",WAGON,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2980157/2009-bmw-x3-xdrive20d-lifestyle-e83-my09?filterid=2442542442,"2009 BMW X3 XDRIVE20D LIFESTYLE E83 MY09 4WD BMW 141,727",35,VIC,2009,DIESEL
HOLDEN CAPTIVA LS CG MY17 FWD,HOLDEN,CAPTIVA,"89,687",WAGON,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2974222/2017-holden-captiva-ls-cg-my17?filterid=2442542442,"2017 HOLDEN CAPTIVA LS CG MY17 FWD HOLDEN 89,687",35,VIC,2017,DIESEL
